STATE,COUNTY,CTYNAME,POPESTIMATE2018
1,0,Alabama,4887871
1,1,Autauga County,55601
1,3,Baldwin County,218022
1,5,Barbour County,24881
1,7,Bibb County,22400
1,9,Blount County,57840
1,11,Bullock County,10138
1,13,Butler County,19680
1,15,Calhoun County,114277
1,17,Chambers County,33615
1,19,Cherokee County,26032
1,21,Chilton County,44153
1,23,Choctaw County,12841
1,25,Clarke County,23920
1,27,Clay County,13275
1,29,Cleburne County,14987
1,31,Coffee County,51909
1,33,Colbert County,54762
1,35,Conecuh County,12277
1,37,Coosa County,10715
1,39,Covington County,36986
1,41,Crenshaw County,13824
1,43,Cullman County,83442
1,45,Dale County,48956
1,47,Dallas County,38310
1,49,DeKalb County,71385
1,51,Elmore County,81887
1,53,Escambia County,36748
1,55,Etowah County,102501
1,57,Fayette County,16433
1,59,Franklin County,31363
1,61,Geneva County,26314
1,63,Greene County,8233
1,65,Hale County,14726
1,67,Henry County,17209
1,69,Houston County,104722
1,71,Jackson County,51736
1,73,Jefferson County,659300
1,75,Lamar County,13844
1,77,Lauderdale County,92387
1,79,Lawrence County,32957
1,81,Lee County,163941
1,83,Limestone County,96174
1,85,Lowndes County,9974
1,87,Macon County,18439
1,89,Madison County,366519
1,91,Marengo County,19066
1,93,Marion County,29763
1,95,Marshall County,96109
1,97,Mobile County,413757
1,99,Monroe County,21067
1,101,Montgomery County,225763
1,103,Morgan County,119089
1,105,Perry County,9140
1,107,Pickens County,19938
1,109,Pike County,33338
1,111,Randolph County,22725
1,113,Russell County,57781
1,115,St. Clair County,88690
1,117,Shelby County,215707
1,119,Sumter County,12691
1,121,Talladega County,79828
1,123,Tallapoosa County,40497
1,125,Tuscaloosa County,208911
1,127,Walker County,63711
1,129,Washington County,16378
1,131,Wilcox County,10627
1,133,Winston County,23660
2,0,Alaska,737438
2,13,Aleutians East Borough,3515
2,16,Aleutians West Census Area,5723
2,20,Anchorage Municipality,291538
2,50,Bethel Census Area,18216
2,60,Bristol Bay Borough,877
2,68,Denali Borough,2059
2,70,Dillingham Census Area,5000
2,90,Fairbanks North Star Borough,98971
2,100,Haines Borough,2474
2,105,Hoonah-Angoon Census Area,2151
2,110,Juneau City and Borough,32113
2,122,Kenai Peninsula Borough,58533
2,130,Ketchikan Gateway Borough,13918
2,150,Kodiak Island Borough,13345
2,158,Kusilvak Census Area,8303
2,164,Lake and Peninsula Borough,1587
2,170,Matanuska-Susitna Borough,107610
2,180,Nome Census Area,10008
2,185,North Slope Borough,9872
2,188,Northwest Arctic Borough,7671
2,195,Petersburg Borough,3221
2,198,Prince of Wales-Hyder Census Area,6422
2,220,Sitka City and Borough,8647
2,230,Skagway Municipality,1148
2,240,Southeast Fairbanks Census Area,6918
2,261,Valdez-Cordova Census Area,9164
2,275,Wrangell City and Borough,2503
2,282,Yakutat City and Borough,604
2,290,Yukon-Koyukuk Census Area,5327
4,0,Arizona,7171646
4,1,Apache County,71818
4,3,Cochise County,126770
4,5,Coconino County,142854
4,7,Gila County,53889
4,9,Graham County,38072
4,11,Greenlee County,9483
4,12,La Paz County,21098
4,13,Maricopa County,4410824
4,15,Mohave County,209550
4,17,Navajo County,110445
4,19,Pima County,1039073
4,21,Pinal County,447138
4,23,Santa Cruz County,46511
4,25,Yavapai County,231993
4,27,Yuma County,212128
5,0,Arkansas,3013825
5,1,Arkansas County,17769
5,3,Ashley County,20046
5,5,Baxter County,41619
5,7,Benton County,272608
5,9,Boone County,37480
5,11,Bradley County,10897
5,13,Calhoun County,5277
5,15,Carroll County,28223
5,17,Chicot County,10438
5,19,Clark County,22061
5,21,Clay County,14847
5,23,Cleburne County,24965
5,25,Cleveland County,8018
5,27,Columbia County,23537
5,29,Conway County,20891
5,31,Craighead County,108558
5,33,Crawford County,63406
5,35,Crittenden County,48342
5,37,Cross County,16676
5,39,Dallas County,7182
5,41,Desha County,11512
5,43,Drew County,18328
5,45,Faulkner County,124806
5,47,Franklin County,17810
5,49,Fulton County,12269
5,51,Garland County,99154
5,53,Grant County,18188
5,55,Greene County,45325
5,57,Hempstead County,21741
5,59,Hot Spring County,33701
5,61,Howard County,13341
5,63,Independence County,37678
5,65,Izard County,13593
5,67,Jackson County,16811
5,69,Jefferson County,68114
5,71,Johnson County,26742
5,73,Lafayette County,6682
5,75,Lawrence County,16434
5,77,Lee County,8985
5,79,Lincoln County,13383
5,81,Little River County,12326
5,83,Logan County,21737
5,85,Lonoke County,73657
5,87,Madison County,16481
5,89,Marion County,16722
5,91,Miller County,43592
5,93,Mississippi County,41239
5,95,Monroe County,6900
5,97,Montgomery County,8924
5,99,Nevada County,8326
5,101,Newton County,7805
5,103,Ouachita County,23606
5,105,Perry County,10352
5,107,Phillips County,18029
5,109,Pike County,10673
5,111,Poinsett County,23974
5,113,Polk County,20049
5,115,Pope County,64000
5,117,Prairie County,8074
5,119,Pulaski County,392680
5,121,Randolph County,17948
5,123,St. Francis County,25439
5,125,Saline County,121421
5,127,Scott County,10319
5,129,Searcy County,7958
5,131,Sebastian County,127753
5,133,Sevier County,17139
5,135,Sharp County,17366
5,137,Stone County,12457
5,139,Union County,39126
5,141,Van Buren County,16603
5,143,Washington County,236961
5,145,White County,78727
5,147,Woodruff County,6490
5,149,Yell County,21535
6,0,California,39557045
6,1,Alameda County,1666753
6,3,Alpine County,1101
6,5,Amador County,39383
6,7,Butte County,231256
6,9,Calaveras County,45602
6,11,Colusa County,21627
6,13,Contra Costa County,1150215
6,15,Del Norte County,27828
6,17,El Dorado County,190678
6,19,Fresno County,994400
6,21,Glenn County,28047
6,23,Humboldt County,136373
6,25,Imperial County,181827
6,27,Inyo County,17987
6,29,Kern County,896764
6,31,Kings County,151366
6,33,Lake County,64382
6,35,Lassen County,30802
6,37,Los Angeles County,10105518
6,39,Madera County,157672
6,41,Marin County,259666
6,43,Mariposa County,17471
6,45,Mendocino County,87606
6,47,Merced County,274765
6,49,Modoc County,8777
6,51,Mono County,14250
6,53,Monterey County,435594
6,55,Napa County,139417
6,57,Nevada County,99696
6,59,Orange County,3185968
6,61,Placer County,393149
6,63,Plumas County,18804
6,65,Riverside County,2450758
6,67,Sacramento County,1540975
6,69,San Benito County,61537
6,71,San Bernardino County,2171603
6,73,San Diego County,3343364
6,75,San Francisco County,883305
6,77,San Joaquin County,752660
6,79,San Luis Obispo County,284010
6,81,San Mateo County,769545
6,83,Santa Barbara County,446527
6,85,Santa Clara County,1937570
6,87,Santa Cruz County,274255
6,89,Shasta County,180040
6,91,Sierra County,2987
6,93,Siskiyou County,43724
6,95,Solano County,446610
6,97,Sonoma County,499942
6,99,Stanislaus County,549815
6,101,Sutter County,96807
6,103,Tehama County,63916
6,105,Trinity County,12535
6,107,Tulare County,465861
6,109,Tuolumne County,54539
6,111,Ventura County,850967
6,113,Yolo County,220408
6,115,Yuba County,78041
8,0,Colorado,5695564
8,1,Adams County,511868
8,3,Alamosa County,16683
8,5,Arapahoe County,651215
8,7,Archuleta County,13765
8,9,Baca County,3585
8,11,Bent County,5882
8,13,Boulder County,326078
8,14,Broomfield County,69267
8,15,Chaffee County,20027
8,17,Cheyenne County,1876
8,19,Clear Creek County,9605
8,21,Conejos County,8200
8,23,Costilla County,3828
8,25,Crowley County,5858
8,27,Custer County,4954
8,29,Delta County,30953
8,31,Denver County,716492
8,33,Dolores County,2074
8,35,Douglas County,342776
8,37,Eagle County,54993
8,39,Elbert County,26282
8,41,El Paso County,713856
8,43,Fremont County,48021
8,45,Garfield County,59770
8,47,Gilpin County,6121
8,49,Grand County,15525
8,51,Gunnison County,17246
8,53,Hinsdale County,811
8,55,Huerfano County,6889
8,57,Jackson County,1399
8,59,Jefferson County,580233
8,61,Kiowa County,1383
8,63,Kit Carson County,7163
8,65,Lake County,7824
8,67,La Plata County,56310
8,69,Larimer County,350518
8,71,Las Animas County,14503
8,73,Lincoln County,5610
8,75,Logan County,21528
8,77,Mesa County,153207
8,79,Mineral County,776
8,81,Moffat County,13188
8,83,Montezuma County,26158
8,85,Montrose County,42214
8,87,Morgan County,28558
8,89,Otero County,18432
8,91,Ouray County,4833
8,93,Park County,18556
8,95,Phillips County,4286
8,97,Pitkin County,17950
8,99,Prowers County,12164
8,101,Pueblo County,167529
8,103,Rio Blanco County,6336
8,105,Rio Grande County,11250
8,107,Routt County,25733
8,109,Saguache County,6843
8,111,San Juan County,762
8,113,San Miguel County,8191
8,115,Sedgwick County,2303
8,117,Summit County,31007
8,119,Teller County,25083
8,121,Washington County,4909
8,123,Weld County,314305
8,125,Yuma County,10020
9,0,Connecticut,3572665
9,1,Fairfield County,943823
9,3,Hartford County,892697
9,5,Litchfield County,181111
9,7,Middlesex County,162682
9,9,New Haven County,857620
9,11,New London County,266784
9,13,Tolland County,150921
9,15,Windham County,117027
10,0,Delaware,967171
10,1,Kent County,178550
10,3,New Castle County,559335
10,5,Sussex County,229286
11,0,District of Columbia,702455
11,1,District of Columbia,702455
12,0,Florida,21299325
12,1,Alachua County,269956
12,3,Baker County,28355
12,5,Bay County,185287
12,7,Bradford County,27732
12,9,Brevard County,596849
12,11,Broward County,1951260
12,13,Calhoun County,14587
12,15,Charlotte County,184998
12,17,Citrus County,147929
12,19,Clay County,216072
12,21,Collier County,378488
12,23,Columbia County,70503
12,27,DeSoto County,37489
12,29,Dixie County,16700
12,31,Duval County,950181
12,33,Escambia County,315534
12,35,Flagler County,112067
12,37,Franklin County,11736
12,39,Gadsden County,45894
12,41,Gilchrist County,18256
12,43,Glades County,13724
12,45,Gulf County,16164
12,47,Hamilton County,14310
12,49,Hardee County,27245
12,51,Hendry County,41556
12,53,Hernando County,190865
12,55,Highlands County,105424
12,57,Hillsborough County,1436888
12,59,Holmes County,19477
12,61,Indian River County,157413
12,63,Jackson County,48305
12,65,Jefferson County,14288
12,67,Lafayette County,8732
12,69,Lake County,356495
12,71,Lee County,754610
12,73,Leon County,292502
12,75,Levy County,40770
12,77,Liberty County,8457
12,79,Madison County,18529
12,81,Manatee County,394855
12,83,Marion County,359977
12,85,Martin County,160912
12,86,Miami-Dade County,2761581
12,87,Monroe County,75027
12,89,Nassau County,85832
12,91,Okaloosa County,207269
12,93,Okeechobee County,41537
12,95,Orange County,1380645
12,97,Osceola County,367990
12,99,Palm Beach County,1485941
12,101,Pasco County,539630
12,103,Pinellas County,975280
12,105,Polk County,708009
12,107,Putnam County,74163
12,109,St. Johns County,254261
12,111,St. Lucie County,321128
12,113,Santa Rosa County,179349
12,115,Sarasota County,426718
12,117,Seminole County,467832
12,119,Sumter County,128754
12,121,Suwannee County,44191
12,123,Taylor County,21623
12,125,Union County,14940
12,127,Volusia County,547538
12,129,Wakulla County,32461
12,131,Walton County,71375
12,133,Washington County,24880
13,0,Georgia,10519475
13,1,Appling County,18507
13,3,Atkinson County,8297
13,5,Bacon County,11185
13,7,Baker County,3092
13,9,Baldwin County,44823
13,11,Banks County,18988
13,13,Barrow County,80809
13,15,Bartow County,106408
13,17,Ben Hill County,16787
13,19,Berrien County,19252
13,21,Bibb County,153095
13,23,Bleckley County,12838
13,25,Brantley County,18897
13,27,Brooks County,15513
13,29,Bryan County,38109
13,31,Bulloch County,77296
13,33,Burke County,22423
13,35,Butts County,24193
13,37,Calhoun County,6352
13,39,Camden County,53677
13,43,Candler County,10836
13,45,Carroll County,118121
13,47,Catoosa County,67420
13,49,Charlton County,12968
13,51,Chatham County,289195
13,53,Chattahoochee County,10684
13,55,Chattooga County,24790
13,57,Cherokee County,254149
13,59,Clarke County,127330
13,61,Clay County,2887
13,63,Clayton County,289615
13,65,Clinch County,6648
13,67,Cobb County,756865
13,69,Coffee County,43093
13,71,Colquitt County,45592
13,73,Columbia County,154291
13,75,Cook County,17162
13,77,Coweta County,145864
13,79,Crawford County,12318
13,81,Crisp County,22601
13,83,Dade County,16226
13,85,Dawson County,25083
13,87,Decatur County,26575
13,89,DeKalb County,756558
13,91,Dodge County,20705
13,93,Dooly County,13706
13,95,Dougherty County,91243
13,97,Douglas County,145331
13,99,Early County,10247
13,101,Echols County,4000
13,103,Effingham County,62190
13,105,Elbert County,19120
13,107,Emanuel County,22612
13,109,Evans County,10721
13,111,Fannin County,25964
13,113,Fayette County,113459
13,115,Floyd County,97927
13,117,Forsyth County,236612
13,119,Franklin County,23023
13,121,Fulton County,1050114
13,123,Gilmer County,30816
13,125,Glascock County,2995
13,127,Glynn County,85219
13,129,Gordon County,57685
13,131,Grady County,24748
13,133,Greene County,17698
13,135,Gwinnett County,927781
13,137,Habersham County,45388
13,139,Hall County,202148
13,141,Hancock County,8348
13,143,Haralson County,29533
13,145,Harris County,34475
13,147,Hart County,26099
13,149,Heard County,11879
13,151,Henry County,230220
13,153,Houston County,155469
13,155,Irwin County,9398
13,157,Jackson County,70422
13,159,Jasper County,14040
13,161,Jeff Davis County,15029
13,163,Jefferson County,15430
13,165,Jenkins County,8683
13,167,Johnson County,9708
13,169,Jones County,28616
13,171,Lamar County,19000
13,173,Lanier County,10340
13,175,Laurens County,47325
13,177,Lee County,29764
13,179,Liberty County,61497
13,181,Lincoln County,7915
13,183,Long County,18998
13,185,Lowndes County,116321
13,187,Lumpkin County,32955
13,189,McDuffie County,21531
13,191,McIntosh County,14340
13,193,Macon County,13143
13,195,Madison County,29650
13,197,Marion County,8351
13,199,Meriwether County,21068
13,201,Miller County,5686
13,205,Mitchell County,22192
13,207,Monroe County,27520
13,209,Montgomery County,9193
13,211,Morgan County,18853
13,213,Murray County,39921
13,215,Muscogee County,194160
13,217,Newton County,109541
13,219,Oconee County,39272
13,221,Oglethorpe County,15054
13,223,Paulding County,164044
13,225,Peach County,27297
13,227,Pickens County,31980
13,229,Pierce County,19389
13,231,Pike County,18634
13,233,Polk County,42470
13,235,Pulaski County,11069
13,237,Putnam County,21809
13,239,Quitman County,2279
13,241,Rabun County,16867
13,243,Randolph County,6833
13,245,Richmond County,201554
13,247,Rockdale County,90594
13,249,Schley County,5236
13,251,Screven County,13938
13,253,Seminole County,8315
13,255,Spalding County,66100
13,257,Stephens County,26035
13,259,Stewart County,6199
13,261,Sumter County,29733
13,263,Talbot County,6272
13,265,Taliaferro County,1608
13,267,Tattnall County,25391
13,269,Taylor County,8039
13,271,Telfair County,15876
13,273,Terrell County,8611
13,275,Thomas County,44448
13,277,Tift County,40571
13,279,Toombs County,26887
13,281,Towns County,11852
13,283,Treutlen County,6809
13,285,Troup County,70034
13,287,Turner County,7912
13,289,Twiggs County,8188
13,291,Union County,24001
13,293,Upson County,26215
13,295,Walker County,69410
13,297,Walton County,93503
13,299,Ware County,35680
13,301,Warren County,5251
13,303,Washington County,20386
13,305,Wayne County,29808
13,307,Webster County,2611
13,309,Wheeler County,7879
13,311,White County,29970
13,313,Whitfield County,104062
13,315,Wilcox County,8812
13,317,Wilkes County,9876
13,319,Wilkinson County,9036
13,321,Worth County,20299
15,0,Hawaii,1420491
15,1,Hawaii County,200983
15,3,Honolulu County,980080
15,5,Kalawao County,88
15,7,Kauai County,72133
15,9,Maui County,167207
16,0,Idaho,1754208
16,1,Ada County,469966
16,3,Adams County,4250
16,5,Bannock County,87138
16,7,Bear Lake County,6050
16,9,Benewah County,9226
16,11,Bingham County,46236
16,13,Blaine County,22601
16,15,Boise County,7634
16,17,Bonner County,44727
16,19,Bonneville County,116854
16,21,Boundary County,11948
16,23,Butte County,2611
16,25,Camas County,1127
16,27,Canyon County,223499
16,29,Caribou County,7060
16,31,Cassia County,23864
16,33,Clark County,852
16,35,Clearwater County,8758
16,37,Custer County,4280
16,39,Elmore County,27259
16,41,Franklin County,13726
16,43,Fremont County,13168
16,45,Gem County,17634
16,47,Gooding County,15196
16,49,Idaho County,16513
16,51,Jefferson County,29439
16,53,Jerome County,24015
16,55,Kootenai County,161505
16,57,Latah County,40134
16,59,Lemhi County,7961
16,61,Lewis County,3861
16,63,Lincoln County,5360
16,65,Madison County,39304
16,67,Minidoka County,20825
16,69,Nez Perce County,40408
16,71,Oneida County,4488
16,73,Owyhee County,11693
16,75,Payette County,23551
16,77,Power County,7768
16,79,Shoshone County,12796
16,81,Teton County,11640
16,83,Twin Falls County,86081
16,85,Valley County,11041
16,87,Washington County,10161
17,0,Illinois,12741080
17,1,Adams County,65691
17,3,Alexander County,6060
17,5,Bond County,16630
17,7,Boone County,53577
17,9,Brown County,6556
17,11,Bureau County,32993
17,13,Calhoun County,4802
17,15,Carroll County,14312
17,17,Cass County,12260
17,19,Champaign County,209983
17,21,Christian County,32661
17,23,Clark County,15596
17,25,Clay County,13253
17,27,Clinton County,37639
17,29,Coles County,50885
17,31,Cook County,5180493
17,33,Crawford County,18807
17,35,Cumberland County,10808
17,37,DeKalb County,104143
17,39,De Witt County,15769
17,41,Douglas County,19479
17,43,DuPage County,928589
17,45,Edgar County,17360
17,47,Edwards County,6392
17,49,Effingham County,34208
17,51,Fayette County,21416
17,53,Ford County,13264
17,55,Franklin County,38701
17,57,Fulton County,34844
17,59,Gallatin County,5058
17,61,Greene County,13044
17,63,Grundy County,50972
17,65,Hamilton County,8163
17,67,Hancock County,17844
17,69,Hardin County,3910
17,71,Henderson County,6709
17,73,Henry County,49090
17,75,Iroquois County,27604
17,77,Jackson County,57419
17,79,Jasper County,9611
17,81,Jefferson County,37820
17,83,Jersey County,21847
17,85,Jo Daviess County,21366
17,87,Johnson County,12456
17,89,Kane County,534216
17,91,Kankakee County,110024
17,93,Kendall County,127915
17,95,Knox County,50112
17,97,Lake County,700832
17,99,LaSalle County,109430
17,101,Lawrence County,15765
17,103,Lee County,34223
17,105,Livingston County,35761
17,107,Logan County,28925
17,109,McDonough County,29955
17,111,McHenry County,308570
17,113,McLean County,172828
17,115,Macon County,104712
17,117,Macoupin County,45313
17,119,Madison County,264461
17,121,Marion County,37620
17,123,Marshall County,11534
17,125,Mason County,13565
17,127,Massac County,14080
17,129,Menard County,12288
17,131,Mercer County,15601
17,133,Monroe County,34335
17,135,Montgomery County,28601
17,137,Morgan County,33976
17,139,Moultrie County,14717
17,141,Ogle County,50923
17,143,Peoria County,180621
17,145,Perry County,21174
17,147,Piatt County,16396
17,149,Pike County,15611
17,151,Pope County,4212
17,153,Pulaski County,5463
17,155,Putnam County,5740
17,157,Randolph County,32106
17,159,Richland County,15763
17,161,Rock Island County,143477
17,163,St. Clair County,261059
17,165,Saline County,23906
17,167,Sangamon County,195348
17,169,Schuyler County,6907
17,171,Scott County,4926
17,173,Shelby County,21741
17,175,Stark County,5427
17,177,Stephenson County,44753
17,179,Tazewell County,132328
17,181,Union County,16841
17,183,Vermilion County,76806
17,185,Wabash County,11549
17,187,Warren County,17032
17,189,Washington County,13995
17,191,Wayne County,16332
17,193,White County,13665
17,195,Whiteside County,55626
17,197,Will County,692310
17,199,Williamson County,67056
17,201,Winnebago County,284081
17,203,Woodford County,38463
18,0,Indiana,6691878
18,1,Adams County,35636
18,3,Allen County,375351
18,5,Bartholomew County,82753
18,7,Benton County,8653
18,9,Blackford County,11930
18,11,Boone County,66999
18,13,Brown County,15234
18,15,Carroll County,20127
18,17,Cass County,37955
18,19,Clark County,117360
18,21,Clay County,26170
18,23,Clinton County,32250
18,25,Crawford County,10558
18,27,Daviess County,33147
18,29,Dearborn County,49568
18,31,Decatur County,26794
18,33,DeKalb County,43226
18,35,Delaware County,114772
18,37,Dubois County,42565
18,39,Elkhart County,205560
18,41,Fayette County,23047
18,43,Floyd County,77781
18,45,Fountain County,16351
18,47,Franklin County,22736
18,49,Fulton County,20092
18,51,Gibson County,33452
18,53,Grant County,65936
18,55,Greene County,32006
18,57,Hamilton County,330086
18,59,Hancock County,76351
18,61,Harrison County,40350
18,63,Hendricks County,167009
18,65,Henry County,48271
18,67,Howard County,82366
18,69,Huntington County,36240
18,71,Jackson County,44111
18,73,Jasper County,33370
18,75,Jay County,20764
18,77,Jefferson County,32208
18,79,Jennings County,27611
18,81,Johnson County,156225
18,83,Knox County,36895
18,85,Kosciusko County,79344
18,87,LaGrange County,39330
18,89,Lake County,484411
18,91,LaPorte County,110007
18,93,Lawrence County,45668
18,95,Madison County,129641
18,97,Marion County,954670
18,99,Marshall County,46248
18,101,Martin County,10217
18,103,Miami County,35567
18,105,Monroe County,146917
18,107,Montgomery County,38346
18,109,Morgan County,70116
18,111,Newton County,14011
18,113,Noble County,47532
18,115,Ohio County,5844
18,117,Orange County,19489
18,119,Owen County,20845
18,121,Parke County,16927
18,123,Perry County,19102
18,125,Pike County,12410
18,127,Porter County,169594
18,129,Posey County,25540
18,131,Pulaski County,12469
18,133,Putnam County,37779
18,135,Randolph County,24851
18,137,Ripley County,28523
18,139,Rush County,16663
18,141,St. Joseph County,270771
18,143,Scott County,23878
18,145,Shelby County,44593
18,147,Spencer County,20327
18,149,Starke County,22935
18,151,Steuben County,34586
18,153,Sullivan County,20690
18,155,Switzerland County,10717
18,157,Tippecanoe County,193048
18,159,Tipton County,15128
18,161,Union County,7037
18,163,Vanderburgh County,180974
18,165,Vermillion County,15479
18,167,Vigo County,107386
18,169,Wabash County,31280
18,171,Warren County,8263
18,173,Warrick County,62567
18,175,Washington County,27943
18,177,Wayne County,65936
18,179,Wells County,28206
18,181,White County,24133
18,183,Whitley County,34074
19,0,Iowa,3156145
19,1,Adair County,7063
19,3,Adams County,3645
19,5,Allamakee County,13832
19,7,Appanoose County,12437
19,9,Audubon County,5506
19,11,Benton County,25642
19,13,Black Hawk County,132408
19,15,Boone County,26346
19,17,Bremer County,24947
19,19,Buchanan County,21199
19,21,Buena Vista County,19874
19,23,Butler County,14539
19,25,Calhoun County,9699
19,27,Carroll County,20154
19,29,Cass County,12930
19,31,Cedar County,18627
19,33,Cerro Gordo County,42647
19,35,Cherokee County,11321
19,37,Chickasaw County,11964
19,39,Clarke County,9423
19,41,Clay County,16134
19,43,Clayton County,17556
19,45,Clinton County,46518
19,47,Crawford County,17158
19,49,Dallas County,90180
19,51,Davis County,9017
19,53,Decatur County,7890
19,55,Delaware County,17069
19,57,Des Moines County,39138
19,59,Dickinson County,17153
19,61,Dubuque County,96854
19,63,Emmet County,9253
19,65,Fayette County,19660
19,67,Floyd County,15761
19,69,Franklin County,10124
19,71,Fremont County,6993
19,73,Greene County,8981
19,75,Grundy County,12304
19,77,Guthrie County,10720
19,79,Hamilton County,14952
19,81,Hancock County,10712
19,83,Hardin County,16868
19,85,Harrison County,14134
19,87,Henry County,20067
19,89,Howard County,9187
19,91,Humboldt County,9547
19,93,Ida County,6841
19,95,Iowa County,16141
19,97,Jackson County,19432
19,99,Jasper County,37147
19,101,Jefferson County,18381
19,103,Johnson County,151260
19,105,Jones County,20744
19,107,Keokuk County,10225
19,109,Kossuth County,14908
19,111,Lee County,34055
19,113,Linn County,225909
19,115,Louisa County,11169
19,117,Lucas County,8645
19,119,Lyon County,11811
19,121,Madison County,16249
19,123,Mahaska County,22000
19,125,Marion County,33407
19,127,Marshall County,39981
19,129,Mills County,15063
19,131,Mitchell County,10569
19,133,Monona County,8679
19,135,Monroe County,7790
19,137,Montgomery County,10003
19,139,Muscatine County,42929
19,141,O'Brien County,13840
19,143,Osceola County,6040
19,145,Page County,15249
19,147,Palo Alto County,8929
19,149,Plymouth County,25095
19,151,Pocahontas County,6740
19,153,Polk County,487204
19,155,Pottawattamie County,93533
19,157,Poweshiek County,18699
19,159,Ringgold County,4968
19,161,Sac County,9719
19,163,Scott County,173283
19,165,Shelby County,11578
19,167,Sioux County,34909
19,169,Story County,98105
19,171,Tama County,16904
19,173,Taylor County,6191
19,175,Union County,12359
19,177,Van Buren County,7020
19,179,Wapello County,35205
19,181,Warren County,51056
19,183,Washington County,22141
19,185,Wayne County,6401
19,187,Webster County,36277
19,189,Winnebago County,10518
19,191,Winneshiek County,20029
19,193,Woodbury County,102539
19,195,Worth County,7453
19,197,Wright County,12690
20,0,Kansas,2911505
20,1,Allen County,12444
20,3,Anderson County,7878
20,5,Atchison County,16193
20,7,Barber County,4472
20,9,Barton County,26111
20,11,Bourbon County,14653
20,13,Brown County,9598
20,15,Butler County,66765
20,17,Chase County,2629
20,19,Chautauqua County,3309
20,21,Cherokee County,20015
20,23,Cheyenne County,2660
20,25,Clark County,2005
20,27,Clay County,7997
20,29,Cloud County,8729
20,31,Coffey County,8233
20,33,Comanche County,1748
20,35,Cowley County,35218
20,37,Crawford County,39019
20,39,Decatur County,2871
20,41,Dickinson County,18717
20,43,Doniphan County,7682
20,45,Douglas County,121436
20,47,Edwards County,2849
20,49,Elk County,2508
20,51,Ellis County,28710
20,53,Ellsworth County,6196
20,55,Finney County,36611
20,57,Ford County,33888
20,59,Franklin County,25631
20,61,Geary County,32594
20,63,Gove County,2612
20,65,Graham County,2492
20,67,Grant County,7336
20,69,Gray County,6033
20,71,Greeley County,1227
20,73,Greenwood County,6055
20,75,Hamilton County,2607
20,77,Harper County,5506
20,79,Harvey County,34210
20,81,Haskell County,3997
20,83,Hodgeman County,1818
20,85,Jackson County,13280
20,87,Jefferson County,18975
20,89,Jewell County,2841
20,91,Johnson County,597555
20,93,Kearny County,3943
20,95,Kingman County,7310
20,97,Kiowa County,2516
20,99,Labette County,19964
